	schoolid	hispanic	college	black	otherrace	female	register	distance
30	1049.0	0.0	0.0	0.0	0.0	1.0	0.0	26.0
31	1049.0	1.0	0.0	0.0	0.0	0.0	1.0	26.0
32	1049.0	0.0	0.0	1.0	0.0	0.0	0.0	26.0
33	1049.0	0.0	0.0	1.0	0.0	0.0	1.0	26.0
34	1049.0	0.0	1.0	1.0	0.0	0.0	1.0	26.0
35	1049.0	0.0	1.0	0.0	0.0	0.0	1.0	26.0
36	1049.0	0.0	1.0	1.0	0.0	0.0	1.0	26.0
37	1049.0	1.0	1.0	0.0	0.0	1.0	1.0	26.0
38	1049.0	0.0	0.0	1.0	0.0	0.0	0.0	26.0
39	1093.0	0.0	1.0	0.0	0.0	0.0	1.0	15.000000953674316
40	1093.0	0.0	0.0	0.0	1.0	0.0	0.0	15.000000953674316
41	1093.0	0.0	1.0	0.0	0.0	0.0	1.0	15.000000953674316
42	1093.0	0.0	1.0	0.0	0.0	1.0	1.0	15.000000953674316
43	1093.0	0.0	0.0	0.0	0.0	1.0	1.0	15.000000953674316
44	1093.0	0.0	1.0	0.0	0.0	0.0	1.0	15.000000953674316
45	1093.0	0.0	0.0	0.0	0.0	1.0	1.0	15.000000953674316
46	1093.0	0.0	1.0	0.0	0.0	0.0	1.0	15.000000953674316
47	1093.0	1.0	1.0	0.0	0.0	0.0	1.0	15.000000953674316
48	1093.0	0.0	1.0	0.0	0.0	1.0	0.0	15.000000953674316
49	1098.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0
50	1098.0	0.0	1.0	0.0	0.0	0.0	1.0	5.0
51	1098.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
52	1098.0	0.0	1.0	0.0	0.0	0.0	0.0	5.0
53	1098.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
54	1098.0	0.0	1.0	0.0	0.0	1.0	0.0	5.0
55	1098.0	0.0	1.0	0.0	0.0	1.0	1.0	5.0
56	1098.0	0.0	0.0	0.0	0.0	1.0	1.0	5.0
57	1098.0	0.0	1.0	0.0	0.0	0.0	0.0	5.0
58	1116.0	0.0	1.0	1.0	0.0	1.0	1.0	3.0
59	1116.0	0.0	1.0	0.0	0.0	0.0	1.0	3.0
60	1116.0	0.0	1.0	1.0	0.0	0.0	1.0	3.0
61	1116.0	0.0	0.0	1.0	0.0	0.0	1.0	3.0
62	1116.0	1.0	1.0	0.0	0.0	0.0	0.0	3.0
63	1116.0	0.0	1.0	0.0	0.0	1.0	1.0	3.0
64	1116.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0
65	1116.0	0.0	1.0	1.0	0.0	1.0	0.0	3.0
66	1116.0	0.0	1.0	0.0	0.0	0.0	1.0	3.0
67	1116.0	0.0	1.0	0.0	0.0	0.0	1.0	3.0
68	1116.0	0.0	0.0	0.0	0.0	1.0	1.0	3.0
69	1116.0	1.0	1.0	0.0	0.0	1.0	1.0	3.0
70	1116.0	0.0	1.0	0.0	0.0	1.0	1.0	3.0
71	1116.0	0.0	1.0	1.0	0.0	0.0	0.0	3.0
72	1116.0	0.0	1.0	1.0	0.0	1.0	1.0	3.0
73	1116.0	0.0	1.0	0.0	0.0	1.0	1.0	3.0
74	1116.0	0.0	1.0	0.0	0.0	0.0	1.0	3.0
75	1116.0	0.0	0.0	1.0	0.0	1.0	0.0	3.0
76	1116.0	0.0	1.0	0.0	0.0	0.0	1.0	3.0
77	1116.0	0.0	1.0	0.0	1.0	0.0	1.0	3.0
78	1116.0	0.0	1.0	0.0	0.0	1.0	1.0	3.0
79	1118.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
80	1118.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0
81	1118.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0
82	1118.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0
83	1118.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0
84	1132.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0
85	1132.0	0.0	1.0	1.0	0.0	1.0	1.0	5.0
86	1132.0	0.0	1.0	0.0	0.0	0.0	1.0	5.0
87	1132.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0
88	1132.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
89	1132.0	0.0	1.0	0.0	0.0	0.0	1.0	5.0
90	1132.0	0.0	1.0	0.0	0.0	1.0	0.0	5.0
91	1132.0	0.0	1.0	0.0	0.0	1.0	1.0	5.0
92	1132.0	0.0	1.0	0.0	0.0	1.0	1.0	5.0
93	1132.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
94	1132.0	0.0	1.0	1.0	0.0	0.0	1.0	5.0
95	1132.0	0.0	1.0	0.0	0.0	1.0	1.0	5.0
96	1146.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
97	1146.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
98	1146.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0
99	1146.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0
100	1146.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
101	1146.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0
102	1146.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0
103	1146.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
104	1146.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
105	1149.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0
106	1149.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
107	1149.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
108	1149.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0
109	1149.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0
110	1149.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
111	1149.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
112	1149.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0
113	1149.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
114	1149.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0
115	1149.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0
116	1149.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
117	1149.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0
118	1155.0	0.0	1.0	0.0	0.0	1.0	1.0	20.0
119	1155.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0
120	1155.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0
121	1155.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0
122	1155.0	0.0	0.0	0.0	0.0	1.0	1.0	20.0
123	1155.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0
124	1155.0	0.0	0.0	0.0	1.0	1.0	0.0	20.0
125	1155.0	0.0	1.0	0.0	0.0	0.0	0.0	20.0
126	1155.0	0.0	1.0	0.0	0.0	0.0	1.0	20.0
127	1155.0	0.0	0.0	0.0	1.0	0.0	1.0	20.0
128	1155.0	0.0	1.0	0.0	0.0	1.0	1.0	20.0
129	1155.0	0.0	1.0	0.0	0.0	1.0	1.0	20.0
130	1155.0	0.0	1.0	0.0	0.0	1.0	1.0	20.0
131	1155.0	0.0	0.0	0.0	0.0	0.0	1.0	20.0
132	1155.0	0.0	0.0	0.0	0.0	1.0	1.0	20.0
133	1157.0	0.0	0.0	1.0	0.0	1.0	1.0	2.0
134	1157.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0
135	1157.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0
136	1157.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0
137	1157.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0
138	1157.0	1.0	0.0	0.0	0.0	1.0	1.0	2.0
139	1157.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0
140	1181.0	0.0	1.0	0.0	0.0	0.0	1.0	10.0
141	1181.0	0.0	0.0	0.0	0.0	1.0	0.0	10.0
142	1181.0	0.0	0.0	0.0	0.0	1.0	1.0	10.0
143	1181.0	0.0	1.0	0.0	0.0	0.0	1.0	10.0
144	1181.0	0.0	0.0	1.0	0.0	1.0	1.0	10.0
145	1181.0	0.0	1.0	0.0	1.0	1.0	1.0	10.0
146	1181.0	0.0	0.0	1.0	0.0	1.0	1.0	10.0
147	1181.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0
148	1181.0	0.0	1.0	1.0	0.0	0.0	1.0	10.0
149	1181.0	0.0	0.0	0.0	1.0	0.0	0.0	10.0
150	1181.0	0.0	1.0	0.0	0.0	1.0	1.0	10.0
151	1215.0	0.0	1.0	0.0	0.0	1.0	1.0	4.0
152	1215.0	1.0	0.0	0.0	0.0	1.0	0.0	4.0
153	1215.0	1.0	1.0	0.0	0.0	0.0	1.0	4.0
154	1215.0	0.0	1.0	0.0	0.0	0.0	1.0	4.0
155	1215.0	1.0	0.0	0.0	0.0	1.0	1.0	4.0
156	1215.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0
157	1215.0	1.0	0.0	0.0	0.0	1.0	1.0	4.0
158	1221.0	1.0	0.0	0.0	0.0	0.0	1.0	9.0
159	1221.0	1.0	0.0	0.0	0.0	0.0	1.0	9.0
160	1221.0	0.0	0.0	0.0	0.0	1.0	0.0	9.0
161	1221.0	1.0	1.0	0.0	0.0	1.0	1.0	9.0
162	1221.0	1.0	0.0	0.0	0.0	1.0	1.0	9.0
163	1221.0	1.0	1.0	0.0	0.0	0.0	1.0	9.0
164	1221.0	1.0	1.0	0.0	0.0	0.0	1.0	9.0
165	1221.0	1.0	1.0	0.0	0.0	0.0	0.0	9.0
166	1221.0	1.0	0.0	0.0	0.0	0.0	0.0	9.0
167	1221.0	0.0	1.0	0.0	1.0	1.0	0.0	9.0
168	1224.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0
169	1224.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0
170	1224.0	0.0	0.0	0.0	0.0	0.0	1.0	5.0
171	1224.0	0.0	0.0	0.0	0.0	1.0	1.0	5.0
172	1224.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0
173	1224.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
174	1224.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0
175	1224.0	0.0	1.0	0.0	0.0	0.0	0.0	5.0
176	1224.0	0.0	0.0	0.0	0.0	0.0	1.0	5.0
177	1224.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0
178	1224.0	0.0	1.0	0.0	0.0	0.0	1.0	5.0
179	1224.0	0.0	0.0	0.0	0.0	0.0	1.0	5.0
180	1224.0	0.0	1.0	0.0	0.0	1.0	0.0	5.0
181	1228.0	0.0	1.0	0.0	0.0	1.0	1.0	10.0
182	1228.0	0.0	0.0	0.0	0.0	0.0	1.0	10.0
183	1228.0	0.0	0.0	0.0	0.0	0.0	1.0	10.0
184	1228.0	0.0	1.0	0.0	0.0	1.0	1.0	10.0
185	1228.0	0.0	1.0	0.0	0.0	1.0	0.0	10.0
186	1228.0	0.0	0.0	0.0	0.0	1.0	1.0	10.0
187	1228.0	0.0	1.0	0.0	0.0	1.0	1.0	10.0
188	1228.0	0.0	0.0	0.0	0.0	1.0	0.0	10.0
189	1228.0	1.0	0.0	0.0	0.0	1.0	1.0	10.0
190	1228.0	0.0	1.0	0.0	0.0	0.0	0.0	10.0
191	1228.0	0.0	1.0	0.0	0.0	0.0	0.0	10.0
192	1228.0	0.0	1.0	0.0	0.0	0.0	0.0	10.0
193	1233.0	0.0	0.0	0.0	0.0	1.0	0.0	25.0
194	1233.0	0.0	1.0	0.0	0.0	1.0	1.0	25.0
195	1233.0	0.0	0.0	0.0	0.0	1.0	0.0	25.0
196	1233.0	0.0	0.0	0.0	0.0	0.0	1.0	25.0
197	1233.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0
198	1233.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0
199	1233.0	0.0	0.0	0.0	0.0	0.0	1.0	25.0
200	1233.0	0.0	0.0	0.0	0.0	1.0	1.0	25.0
201	1233.0	0.0	0.0	0.0	0.0	0.0	1.0	25.0
202	1233.0	0.0	1.0	0.0	0.0	0.0	1.0	25.0
203	1233.0	0.0	1.0	0.0	0.0	0.0	1.0	25.0
204	1233.0	0.0	1.0	0.0	0.0	1.0	1.0	25.0
205	1233.0	0.0	0.0	0.0	0.0	1.0	0.0	25.0
206	1238.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0
207	1238.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0
208	1238.0	0.0	1.0	0.0	0.0	1.0	1.0	2.0
209	1238.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
210	1238.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0
211	1238.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0
212	1238.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0
213	1238.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0
214	1238.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0
215	1238.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
216	1238.0	1.0	1.0	0.0	0.0	0.0	1.0	2.0
217	1238.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0
218	1238.0	0.0	1.0	0.0	0.0	1.0	1.0	2.0
219	1238.0	0.0	1.0	0.0	0.0	1.0	1.0	2.0
220	1238.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0
221	1239.0	0.0	0.0	0.0	1.0	0.0	1.0	12.0
222	1239.0	0.0	0.0	0.0	0.0	1.0	1.0	12.0
223	1239.0	0.0	1.0	0.0	1.0	1.0	1.0	12.0
224	1239.0	0.0	1.0	0.0	0.0	1.0	0.0	12.0
225	1239.0	0.0	1.0	0.0	0.0	1.0	1.0	12.0
226	1239.0	0.0	1.0	0.0	0.0	0.0	1.0	12.0
227	1239.0	0.0	1.0	0.0	0.0	0.0	1.0	12.0
228	1239.0	0.0	1.0	0.0	0.0	1.0	1.0	12.0
229	1239.0	0.0	0.0	0.0	0.0	1.0	1.0	12.0
230	1239.0	0.0	1.0	0.0	0.0	0.0	1.0	12.0
231	1239.0	0.0	1.0	0.0	0.0	1.0	1.0	12.0
232	1239.0	0.0	0.0	0.0	0.0	0.0	1.0	12.0
233	1285.0	0.0	0.0	0.0	0.0	0.0	1.0	25.0
234	1285.0	0.0	0.0	0.0	0.0	1.0	1.0	25.0
235	1285.0	1.0	1.0	0.0	0.0	1.0	1.0	25.0
236	1285.0	0.0	0.0	0.0	1.0	1.0	1.0	25.0
237	1285.0	0.0	1.0	0.0	0.0	1.0	1.0	25.0
238	1285.0	0.0	0.0	0.0	0.0	1.0	1.0	25.0
239	1285.0	0.0	0.0	0.0	0.0	0.0	1.0	25.0
240	1285.0	0.0	1.0	0.0	0.0	1.0	1.0	25.0
241	1285.0	0.0	0.0	0.0	0.0	0.0	1.0	25.0
242	1285.0	0.0	0.0	0.0	0.0	1.0	0.0	25.0
243	1285.0	0.0	0.0	0.0	0.0	1.0	1.0	25.0
244	1285.0	0.0	0.0	0.0	0.0	0.0	1.0	25.0
245	1287.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0
246	1287.0	0.0	1.0	1.0	0.0	0.0	1.0	3.0
247	1287.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0
248	1287.0	0.0	0.0	1.0	0.0	0.0	1.0	3.0
249	1287.0	0.0	0.0	1.0	0.0	1.0	1.0	3.0
250	1287.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0
251	1296.0	0.0	1.0	1.0	0.0	1.0	0.0	5.0
252	1296.0	1.0	0.0	0.0	0.0	1.0	0.0	5.0
253	1296.0	1.0	0.0	0.0	0.0	0.0	0.0	5.0
254	1296.0	1.0	0.0	0.0	0.0	0.0	0.0	5.0
255	1296.0	0.0	1.0	1.0	0.0	1.0	1.0	5.0
256	1296.0	0.0	1.0	1.0	0.0	0.0	1.0	5.0
257	1296.0	0.0	1.0	1.0	0.0	1.0	1.0	5.0
258	1304.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0
259	1304.0	0.0	0.0	1.0	0.0	1.0	0.0	3.0
260	1304.0	0.0	1.0	1.0	0.0	1.0	1.0	3.0
261	1304.0	0.0	0.0	1.0	0.0	0.0	1.0	3.0
262	1304.0	0.0	0.0	1.0	0.0	0.0	1.0	3.0
263	1308.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0
264	1308.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0
265	1308.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0
266	1308.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0
267	1308.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0
268	1308.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
269	1308.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0
270	1308.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0
271	1308.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
272	1308.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0
273	1308.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
274	1308.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
275	1308.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0
276	1308.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0
277	1308.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0
278	1308.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0
279	1308.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0
280	1308.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0
281	1308.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
282	1308.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0
283	1308.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0
284	1308.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
285	1308.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0
286	1308.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0
287	1308.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
288	1308.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
289	1317.0	1.0	1.0	0.0	0.0	1.0	0.0	5.0
290	1317.0	1.0	1.0	0.0	0.0	1.0	0.0	5.0
291	1317.0	0.0	1.0	0.0	0.0	1.0	1.0	5.0
292	1317.0	1.0	1.0	0.0	0.0	1.0	1.0	5.0
293	1317.0	1.0	1.0	0.0	0.0	1.0	1.0	5.0
294	1317.0	0.0	1.0	1.0	0.0	1.0	1.0	5.0
295	1317.0	1.0	1.0	0.0	0.0	1.0	0.0	5.0
296	1317.0	0.0	1.0	0.0	0.0	1.0	0.0	5.0
297	1317.0	0.0	1.0	0.0	0.0	1.0	0.0	5.0
298	1317.0	1.0	1.0	0.0	0.0	1.0	1.0	5.0
299	1317.0	1.0	1.0	0.0	0.0	1.0	0.0	5.0
300	1317.0	1.0	1.0	0.0	0.0	1.0	1.0	5.0
301	1317.0	1.0	1.0	0.0	0.0	1.0	1.0	5.0
302	1317.0	0.0	1.0	0.0	1.0	1.0	1.0	5.0
303	1317.0	1.0	1.0	0.0	0.0	1.0	1.0	5.0
304	1317.0	1.0	1.0	0.0	0.0	1.0	1.0	5.0
305	1317.0	0.0	1.0	0.0	0.0	1.0	1.0	5.0
306	1317.0	1.0	1.0	0.0	0.0	1.0	1.0	5.0
307	1317.0	1.0	1.0	0.0	0.0	1.0	1.0	5.0
308	1317.0	0.0	1.0	0.0	0.0	1.0	1.0	5.0
309	1317.0	1.0	1.0	0.0	0.0	1.0	1.0	5.0
310	1317.0	1.0	1.0	0.0	0.0	1.0	0.0	5.0
311	1317.0	0.0	0.0	0.0	0.0	1.0	1.0	5.0
312	1317.0	1.0	1.0	0.0	0.0	1.0	1.0	5.0
313	1317.0	1.0	1.0	0.0	0.0	1.0	1.0	5.0
314	1331.0	0.0	0.0	0.0	0.0	0.0	1.0	15.000000953674316
315	1331.0	0.0	0.0	0.0	0.0	0.0	0.0	15.000000953674316
316	1331.0	1.0	0.0	0.0	0.0	1.0	1.0	15.000000953674316
317	1331.0	1.0	0.0	0.0	0.0	0.0	1.0	15.000000953674316
318	1331.0	0.0	0.0	1.0	0.0	1.0	1.0	15.000000953674316
319	1331.0	0.0	1.0	1.0	0.0	0.0	1.0	15.000000953674316
320	1331.0	0.0	0.0	0.0	0.0	1.0	0.0	15.000000953674316
321	1331.0	0.0	0.0	0.0	0.0	1.0	1.0	15.000000953674316
322	1331.0	0.0	0.0	1.0	0.0	1.0	1.0	15.000000953674316
323	1331.0	0.0	1.0	0.0	0.0	0.0	1.0	15.000000953674316
324	1331.0	1.0	0.0	0.0	0.0	1.0	1.0	15.000000953674316
325	1331.0	0.0	0.0	1.0	0.0	1.0	1.0	15.000000953674316
326	1331.0	0.0	0.0	0.0	0.0	0.0	1.0	15.000000953674316
327	1331.0	1.0	0.0	0.0	0.0	0.0	1.0	15.000000953674316
328	1331.0	1.0	1.0	0.0	0.0	0.0	1.0	15.000000953674316
329	1331.0	1.0	0.0	0.0	0.0	0.0	1.0	15.000000953674316
330	1344.0	0.0	1.0	0.0	0.0	0.0	1.0	9.0
331	1344.0	1.0	0.0	0.0	0.0	0.0	1.0	9.0
332	1344.0	1.0	1.0	0.0	0.0	0.0	1.0	9.0
333	1344.0	0.0	1.0	0.0	0.0	1.0	1.0	9.0
334	1344.0	0.0	1.0	1.0	0.0	1.0	1.0	9.0
335	1344.0	0.0	1.0	0.0	0.0	0.0	1.0	9.0
336	1344.0	0.0	1.0	0.0	0.0	0.0	1.0	9.0
337	1344.0	1.0	1.0	0.0	0.0	1.0	1.0	9.0
338	1344.0	1.0	0.0	0.0	0.0	0.0	0.0	9.0
339	1344.0	1.0	0.0	0.0	0.0	1.0	1.0	9.0
340	1347.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
341	1347.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
342	1347.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0
343	1347.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0
344	1347.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0
345	1347.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
346	1347.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0
347	1347.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
348	1347.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
349	1347.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
350	1347.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0
351	1347.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0
352	1347.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
353	1358.0	0.0	1.0	0.0	0.0	0.0	1.0	15.000000953674316
354	1358.0	0.0	1.0	0.0	0.0	1.0	1.0	15.000000953674316
355	1358.0	0.0	1.0	0.0	0.0	1.0	0.0	15.000000953674316
356	1358.0	0.0	1.0	0.0	0.0	0.0	1.0	15.000000953674316
357	1358.0	0.0	1.0	0.0	0.0	0.0	1.0	15.000000953674316
358	1358.0	1.0	0.0	0.0	0.0	0.0	1.0	15.000000953674316
359	1358.0	0.0	1.0	0.0	0.0	0.0	1.0	15.000000953674316
360	1358.0	0.0	0.0	0.0	0.0	1.0	0.0	15.000000953674316
361	1358.0	0.0	0.0	0.0	0.0	0.0	1.0	15.000000953674316
362	1358.0	0.0	1.0	0.0	0.0	1.0	1.0	15.000000953674316
363	1358.0	0.0	0.0	0.0	0.0	0.0	1.0	15.000000953674316
364	1358.0	0.0	0.0	0.0	0.0	0.0	1.0	15.000000953674316
365	1358.0	0.0	1.0	0.0	0.0	0.0	1.0	15.000000953674316
366	1358.0	1.0	0.0	0.0	0.0	1.0	1.0	15.000000953674316
367	1387.0	0.0	1.0	0.0	0.0	1.0	0.0	12.0
368	1387.0	0.0	1.0	0.0	0.0	0.0	1.0	12.0
369	1387.0	0.0	0.0	0.0	0.0	1.0	1.0	12.0
370	1387.0	0.0	1.0	0.0	1.0	0.0	1.0	12.0
371	1387.0	0.0	0.0	1.0	0.0	1.0	0.0	12.0
372	1387.0	0.0	0.0	1.0	0.0	0.0	0.0	12.0
373	1387.0	0.0	1.0	0.0	0.0	1.0	1.0	12.0
374	1387.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0
375	1387.0	0.0	1.0	0.0	0.0	1.0	0.0	12.0
376	1387.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0
377	1387.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0
378	1400.0	0.0	0.0	0.0	0.0	0.0	1.0	10.0
379	1400.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0
380	1400.0	0.0	1.0	0.0	0.0	0.0	1.0	10.0
381	1400.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0
382	1400.0	0.0	1.0	0.0	0.0	0.0	1.0	10.0
383	1400.0	0.0	1.0	0.0	0.0	1.0	1.0	10.0
384	1400.0	0.0	0.0	0.0	0.0	0.0	1.0	10.0
385	1400.0	0.0	0.0	0.0	1.0	0.0	0.0	10.0
386	1400.0	0.0	1.0	0.0	0.0	1.0	1.0	10.0
387	1400.0	0.0	1.0	0.0	0.0	1.0	0.0	10.0
388	1400.0	0.0	0.0	0.0	0.0	1.0	1.0	10.0
389	1400.0	1.0	0.0	0.0	0.0	0.0	1.0	10.0
390	1403.0	0.0	1.0	1.0	0.0	0.0	0.0	12.0
391	1403.0	0.0	1.0	0.0	0.0	1.0	1.0	12.0
392	1403.0	1.0	0.0	0.0	0.0	1.0	1.0	12.0
